idNumber,gdpPerCapitaUsd,healthcareAccessIndex,urbanizationRatePercent,sanitationCoveragePercent,populationDensityPerKm2,accessToCleanWaterPercent
2947,92646,7.58,76.83,79.6,909,98.13
2948,91623,57.4,20.83,63.4,687,99.68
2949,91068,69.62,59.41,38.79,625,40.46
2950,21894,8.56,14.18,58.31,733,59.91
2951,44524,22.24,67.65,75.58,139,83.77
2952,20935,39.58,68.88,67.6,13,96.85
2953,20460,88.65,37.56,61.12,762,92.39
2954,90255,85.06,72.93,54.26,161,47.83
2955,24979,78.21,62.22,80.2,658,35.96
2956,56305,99.03,50.32,87.38,668,50.21
2957,98069,24.27,46.42,77.83,199,60.61
2958,51944,46.78,18.73,95.03,977,55.2
2959,87299,44.67,52.49,82.39,690,84.17
2960,24089,67.89,22.49,56.05,137,48.05
2961,99942,85.02,62.48,69.34,613,90.1
2962,10052,49.17,57.58,60.35,598,45.79
2963,80830,49.15,33.24,63.71,465,55.29
2964,25131,60.83,29.76,91.66,87,61.35
2965,86939,74.25,48.08,44.07,443,50.39
2966,45605,20.13,51,21.05,635,83.65
2967,77664,96.19,73.83,75.65,595,58.67
2968,31592,9.21,34.32,34.48,134,92.09
2969,76187,2.31,42.27,32.34,221,97.45
2970,30557,35.88,37.46,99.4,202,90.19
2971,89124,70.14,41.53,41.34,597,66.58
2972,39459,97.81,55.37,36.3,236,65.69
2973,6265,93.28,54.6,35.28,349,45.11
2974,25313,68.85,38.91,52.99,853,71.46
2975,36307,43.65,58.19,52.75,149,96.69
2976,49009,59.58,59.28,70.6,688,35.64
2977,58232,96.87,52.15,28.29,422,82.67
2978,28482,26.55,46.19,70.84,195,90.87
2979,91296,47.83,16.23,56.29,332,99.07
2980,86403,69.29,53.3,36.61,848,53.43
2981,65891,1.03,67.02,82.26,224,54.89
2982,82052,38.13,27.23,57.93,598,46.08
2983,49838,56.79,72.23,77.36,518,85.23
2984,48747,90.09,56.91,93.65,84,39.8
2985,27819,99.2,29,48.27,418,48.74
2986,69464,55.63,23.04,91.83,637,50.67
2987,27486,94.46,29.63,36.03,349,56.25
2988,28310,9.93,70.73,37.77,570,59.52
2989,31227,70.13,30.04,73.1,328,69.13
2990,89174,40.06,64.66,28.21,248,96.39
2991,65879,75.1,53.67,56.38,519,47.31
2992,96782,86.77,53.75,37.11,804,84.55
2993,87489,5.37,78.21,65.67,463,77.35
2994,19818,93.55,79.98,84.55,719,38.12
2995,62922,6.82,52.95,23.39,496,86.73
2996,21255,75.34,15.22,53.06,882,36.34
2997,79148,6.91,22.89,78.45,67,81.72
2998,48569,86.17,85.89,47.38,643,80.11
2999,49099,20.5,20.78,23.34,643,78.26
3000,72970,43.41,76.83,67.31,274,49.37
